pruid,prname,date,numconf,numtotal,numtoday
59,British Columbia,4/18/2020,1618,1618,43
48,Alberta,4/18/2020,2562,2562,165
47,Saskatchewan,4/18/2020,310,313,6
46,Manitoba,4/18/2020,243,253,3
35,Ontario,4/18/2020,10010,10010,485
24,Quebec,4/18/2020,17521,17521,723
10,Newfoundland and Labrador,4/18/2020,256,256,0
13,New Brunswick,4/18/2020,118,118,1
12,Nova Scotia,4/18/2020,649,649,43
11,Prince Edward Island,4/18/2020,26,26,0
60,Yukon,4/18/2020,9,9,0
61,Northwest Territories,4/18/2020,5,5,0
62,Nunavut,4/18/2020,0,0,0
99,Repatriated travellers,4/18/2020,13,13,0
1,Canada,4/18/2020,33340,33353,1469
59,British Columbia,4/19/2020,1618,1618,0
48,Alberta,4/19/2020,2562,2562,0
47,Saskatchewan,4/19/2020,314,315,2
46,Manitoba,4/19/2020,245,253,0
35,Ontario,4/19/2020,10578,10578,568
24,Quebec,4/19/2020,18357,18357,836
10,Newfoundland and Labrador,4/19/2020,256,256,0
13,New Brunswick,4/19/2020,118,118,0
12,Nova Scotia,4/19/2020,675,675,26
11,Prince Edward Island,4/19/2020,26,26,0
60,Yukon,4/19/2020,9,9,0
61,Northwest Territories,4/19/2020,5,5,0
62,Nunavut,4/19/2020,0,0,0
99,Repatriated travellers,4/19/2020,13,13,0
1,Canada,4/19/2020,34776,34785,1432
59,British Columbia,4/20/2020,1699,1699,81
48,Alberta,4/20/2020,2908,2908,346
47,Saskatchewan,4/20/2020,316,316,1
46,Manitoba,4/20/2020,246,254,1
35,Ontario,4/20/2020,11184,11184,606
24,Quebec,4/20/2020,19319,19319,962
10,Newfoundland and Labrador,4/20/2020,256,256,0
13,New Brunswick,4/20/2020,118,118,0
12,Nova Scotia,4/20/2020,721,721,46
11,Prince Edward Island,4/20/2020,26,26,0
60,Yukon,4/20/2020,11,11,2
61,Northwest Territories,4/20/2020,5,5,0
62,Nunavut,4/20/2020,0,0,0
99,Repatriated travellers,4/20/2020,13,13,0
1,Canada,4/20/2020,36822,36830,2045
59,British Columbia,4/21/2020,1724,1724,25
48,Alberta,4/21/2020,3095,3095,187
47,Saskatchewan,4/21/2020,320,320,4
46,Manitoba,4/21/2020,246,255,1
35,Ontario,4/21/2020,11735,11735,551
24,Quebec,4/21/2020,20126,20126,807
10,Newfoundland and Labrador,4/21/2020,256,256,0
13,New Brunswick,4/21/2020,118,118,0
12,Nova Scotia,4/21/2020,737,737,16
11,Prince Edward Island,4/21/2020,26,26,0
60,Yukon,4/21/2020,11,11,0
61,Northwest Territories,4/21/2020,5,5,0
62,Nunavut,4/21/2020,0,0,0
99,Repatriated travellers,4/21/2020,13,13,0
1,Canada,4/21/2020,38412,38421,1591
59,British Columbia,4/22/2020,1795,1795,71
48,Alberta,4/22/2020,3401,3401,306
47,Saskatchewan,4/22/2020,326,326,6
46,Manitoba,4/22/2020,246,257,2
35,Ontario,4/22/2020,12245,12245,510
24,Quebec,4/22/2020,20965,20965,839
10,Newfoundland and Labrador,4/22/2020,256,256,0
13,New Brunswick,4/22/2020,118,118,0
12,Nova Scotia,4/22/2020,772,772,35
11,Prince Edward Island,4/22/2020,26,26,0
60,Yukon,4/22/2020,11,11,0
61,Northwest Territories,4/22/2020,5,5,0
62,Nunavut,4/22/2020,0,0,0
99,Repatriated travellers,4/22/2020,13,13,0
1,Canada,4/22/2020,40179,40190,1769
59,British Columbia,4/23/2020,1824,1824,29
48,Alberta,4/23/2020,3720,3720,319
47,Saskatchewan,4/23/2020,331,331,5
46,Manitoba,4/23/2020,251,262,5
35,Ontario,4/23/2020,12879,12879,634
24,Quebec,4/23/2020,21838,21838,873
10,Newfoundland and Labrador,4/23/2020,256,256,0
13,New Brunswick,4/23/2020,118,118,0
12,Nova Scotia,4/23/2020,827,827,55
11,Prince Edward Island,4/23/2020,26,26,0
60,Yukon,4/23/2020,11,11,0
61,Northwest Territories,4/23/2020,5,5,0
62,Nunavut,4/23/2020,0,0,0
99,Repatriated travellers,4/23/2020,13,13,0
1,Canada,4/23/2020,42099,42110,1920
59,British Columbia,4/24/2020,1853,1853,29
48,Alberta,4/24/2020,4017,4017,297
47,Saskatchewan,4/24/2020,341,341,10
46,Manitoba,4/24/2020,252,263,1
35,Ontario,4/24/2020,13519,13519,640
24,Quebec,4/24/2020,22616,22616,778
10,Newfoundland and Labrador,4/24/2020,256,256,0
13,New Brunswick,4/24/2020,118,118,0
12,Nova Scotia,4/24/2020,850,850,23
11,Prince Edward Island,4/24/2020,26,26,0
60,Yukon,4/24/2020,11,11,0
61,Northwest Territories,4/24/2020,5,5,0
62,Nunavut,4/24/2020,0,0,0
99,Repatriated travellers,4/24/2020,13,13,0
1,Canada,4/24/2020,43877,43888,1778
59,British Columbia,4/25/2020,1948,1948,95
48,Alberta,4/25/2020,4233,4233,216
47,Saskatchewan,4/25/2020,347,349,8
46,Manitoba,4/25/2020,256,267,4
35,Ontario,4/25/2020,13995,13995,476
24,Quebec,4/25/2020,23267,23267,651
10,Newfoundland and Labrador,4/25/2020,257,257,1
13,New Brunswick,4/25/2020,118,118,0
12,Nova Scotia,4/25/2020,865,865,15
11,Prince Edward Island,4/25/2020,26,26,0
60,Yukon,4/25/2020,11,11,0
61,Northwest Territories,4/25/2020,5,5,0
62,Nunavut,4/25/2020,0,0,0
99,Repatriated travellers,4/25/2020,13,13,0
1,Canada,4/25/2020,45341,45354,1466
59,British Columbia,4/26/2020,1948,1948,0
48,Alberta,4/26/2020,4480,4480,247
47,Saskatchewan,4/26/2020,353,353,4
46,Manitoba,4/26/2020,260,271,4
35,Ontario,4/26/2020,14432,14432,437
24,Quebec,4/26/2020,24107,24107,840
10,Newfoundland and Labrador,4/26/2020,258,258,1
13,New Brunswick,4/26/2020,118,118,0
12,Nova Scotia,4/26/2020,873,873,8
11,Prince Edward Island,4/26/2020,26,26,0
60,Yukon,4/26/2020,11,11,0
61,Northwest Territories,4/26/2020,5,5,0
62,Nunavut,4/26/2020,0,0,0
99,Repatriated travellers,4/26/2020,13,13,0
1,Canada,4/26/2020,46884,46895,1541
59,British Columbia,4/27/2020,1998,1998,50
48,Alberta,4/27/2020,4696,4696,216
47,Saskatchewan,4/27/2020,365,365,12
46,Manitoba,4/27/2020,261,272,1
35,Ontario,4/27/2020,14856,14856,424
24,Quebec,4/27/2020,24982,24982,875
10,Newfoundland and Labrador,4/27/2020,258,258,0
13,New Brunswick,4/27/2020,118,118,0
12,Nova Scotia,4/27/2020,900,900,27
11,Prince Edward Island,4/27/2020,26,26,0
60,Yukon,4/27/2020,11,11,0
61,Northwest Territories,4/27/2020,5,5,0
62,Nunavut,4/27/2020,0,0,0
99,Repatriated travellers,4/27/2020,13,13,0
1,Canada,4/27/2020,48489,48500,1605
59,British Columbia,4/28/2020,2053,2053,55
48,Alberta,4/28/2020,4850,4850,154
47,Saskatchewan,4/28/2020,366,366,1
46,Manitoba,4/28/2020,261,272,0
35,Ontario,4/28/2020,15381,15381,525
24,Quebec,4/28/2020,25757,25757,775
10,Newfoundland and Labrador,4/28/2020,258,258,0
13,New Brunswick,4/28/2020,118,118,0
12,Nova Scotia,4/28/2020,915,915,15
11,Prince Edward Island,4/28/2020,27,27,1
60,Yukon,4/28/2020,11,11,0
61,Northwest Territories,4/28/2020,5,5,0
62,Nunavut,4/28/2020,0,0,0
99,Repatriated travellers,4/28/2020,13,13,0
1,Canada,4/28/2020,50015,50026,1526
59,British Columbia,4/29/2020,2087,2087,34
48,Alberta,4/29/2020,5165,5165,315
47,Saskatchewan,4/29/2020,383,383,17
46,Manitoba,4/29/2020,263,273,1
35,Ontario,4/29/2020,15728,15728,347
24,Quebec,4/29/2020,26594,26594,837
10,Newfoundland and Labrador,4/29/2020,258,258,0
13,New Brunswick,4/29/2020,118,118,0
12,Nova Scotia,4/29/2020,935,935,20
11,Prince Edward Island,4/29/2020,27,27,0
60,Yukon,4/29/2020,11,11,0
61,Northwest Territories,4/29/2020,5,5,0
62,Nunavut,4/29/2020,0,0,0
99,Repatriated travellers,4/29/2020,13,13,0
1,Canada,4/29/2020,51587,51597,1571
59,British Columbia,4/30/2020,2112,2112,25
48,Alberta,4/30/2020,5355,5355,190
47,Saskatchewan,4/30/2020,389,389,6
46,Manitoba,4/30/2020,264,275,2
35,Ontario,4/30/2020,16187,16187,459
24,Quebec,4/30/2020,27538,27538,944
10,Newfoundland and Labrador,4/30/2020,258,258,0
13,New Brunswick,4/30/2020,118,118,0
12,Nova Scotia,4/30/2020,947,947,12
11,Prince Edward Island,4/30/2020,27,27,0
60,Yukon,4/30/2020,11,11,0
61,Northwest Territories,4/30/2020,5,5,0
62,Nunavut,4/30/2020,0,0,0
99,Repatriated travellers,4/30/2020,13,13,0
1,Canada,4/30/2020,53225,53236,1639
59,British Columbia,5/1/2020,2145,2145,33
48,Alberta,5/1/2020,5573,5573,218
47,Saskatchewan,5/1/2020,415,415,26
46,Manitoba,5/1/2020,268,279,4
35,Ontario,5/1/2020,16608,16608,421
24,Quebec,5/1/2020,28648,28648,1110
10,Newfoundland and Labrador,5/1/2020,259,259,1
13,New Brunswick,5/1/2020,118,118,0
12,Nova Scotia,5/1/2020,959,959,12
11,Prince Edward Island,5/1/2020,27,27,0
60,Yukon,5/1/2020,11,11,0
61,Northwest Territories,5/1/2020,5,5,0
62,Nunavut,5/1/2020,0,0,0
99,Repatriated travellers,5/1/2020,13,13,0
1,Canada,5/1/2020,55050,55061,1825
59,British Columbia,5/2/2020,2171,2171,26
48,Alberta,5/2/2020,5670,5670,97
47,Saskatchewan,5/2/2020,421,421,6
46,Manitoba,5/2/2020,269,280,1
35,Ontario,5/2/2020,17119,17119,511
24,Quebec,5/2/2020,29656,29656,1008
10,Newfoundland and Labrador,5/2/2020,259,259,0
13,New Brunswick,5/2/2020,118,118,0
12,Nova Scotia,5/2/2020,963,963,4
11,Prince Edward Island,5/2/2020,27,27,0
60,Yukon,5/2/2020,11,11,0
61,Northwest Territories,5/2/2020,5,5,0
62,Nunavut,5/2/2020,0,0,0
99,Repatriated travellers,5/2/2020,13,13,0
1,Canada,5/2/2020,56703,56714,1653
59,British Columbia,5/3/2020,2171,2171,0
48,Alberta,5/3/2020,5766,5766,96
47,Saskatchewan,5/3/2020,433,433,12
46,Manitoba,5/3/2020,270,281,1
35,Ontario,5/3/2020,17553,17553,434
24,Quebec,5/3/2020,31865,31865,2209
10,Newfoundland and Labrador,5/3/2020,259,259,0
13,New Brunswick,5/3/2020,118,118,0
12,Nova Scotia,5/3/2020,971,971,8
11,Prince Edward Island,5/3/2020,27,27,0
60,Yukon,5/3/2020,11,11,0
61,Northwest Territories,5/3/2020,5,5,0
62,Nunavut,5/3/2020,0,0,0
99,Repatriated travellers,5/3/2020,13,13,0
1,Canada,5/3/2020,59463,59474,2760
59,British Columbia,5/4/2020,2224,2224,53
48,Alberta,5/4/2020,5836,5836,70
47,Saskatchewan,5/4/2020,467,467,34
46,Manitoba,5/4/2020,270,281,0
35,Ontario,5/4/2020,17923,17923,370
24,Quebec,5/4/2020,32623,32623,758
10,Newfoundland and Labrador,5/4/2020,259,259,0
13,New Brunswick,5/4/2020,118,118,0
12,Nova Scotia,5/4/2020,985,985,14
11,Prince Edward Island,5/4/2020,27,27,0
60,Yukon,5/4/2020,11,11,0
61,Northwest Territories,5/4/2020,5,5,0
62,Nunavut,5/4/2020,0,0,0
99,Repatriated travellers,5/4/2020,13,13,0
1,Canada,5/4/2020,60761,60772,1298
59,British Columbia,5/5/2020,2232,2232,8
48,Alberta,5/5/2020,5893,5893,57
47,Saskatchewan,5/5/2020,487,487,20
46,Manitoba,5/5/2020,271,282,1
35,Ontario,5/5/2020,18310,18310,387
24,Quebec,5/5/2020,33417,33417,794
10,Newfoundland and Labrador,5/5/2020,259,259,0
13,New Brunswick,5/5/2020,119,119,1
12,Nova Scotia,5/5/2020,991,991,6
11,Prince Edward Island,5/5/2020,27,27,0
60,Yukon,5/5/2020,11,11,0
61,Northwest Territories,5/5/2020,5,5,0
62,Nunavut,5/5/2020,0,0,0
99,Repatriated travellers,5/5/2020,13,13,0
1,Canada,5/5/2020,62035,62046,1274
59,British Columbia,5/6/2020,2255,2255,23
48,Alberta,5/6/2020,5963,5963,70
47,Saskatchewan,5/6/2020,512,512,25
46,Manitoba,5/6/2020,272,283,1
35,Ontario,5/6/2020,18722,18722,412
24,Quebec,5/6/2020,34327,34327,910
10,Newfoundland and Labrador,5/6/2020,259,259,0
13,New Brunswick,5/6/2020,120,120,1
12,Nova Scotia,5/6/2020,998,998,7
11,Prince Edward Island,5/6/2020,27,27,0
60,Yukon,5/6/2020,11,11,0
61,Northwest Territories,5/6/2020,5,5,0
62,Nunavut,5/6/2020,0,0,0
99,Repatriated travellers,5/6/2020,13,13,0
1,Canada,5/6/2020,63484,63495,1449
59,British Columbia,5/7/2020,2288,2288,33
48,Alberta,5/7/2020,6017,6017,54
47,Saskatchewan,5/7/2020,531,531,19
46,Manitoba,5/7/2020,272,283,0
35,Ontario,5/7/2020,19121,19121,399
24,Quebec,5/7/2020,35238,35238,911
10,Newfoundland and Labrador,5/7/2020,260,260,1
13,New Brunswick,5/7/2020,120,120,0
12,Nova Scotia,5/7/2020,1007,1007,9
11,Prince Edward Island,5/7/2020,27,27,0
60,Yukon,5/7/2020,11,11,0
61,Northwest Territories,5/7/2020,5,5,0
62,Nunavut,5/7/2020,0,0,0
99,Repatriated travellers,5/7/2020,13,13,0
1,Canada,5/7/2020,64910,64921,1426
59,British Columbia,5/8/2020,2315,2315,27
48,Alberta,5/8/2020,6098,6098,81
47,Saskatchewan,5/8/2020,544,544,13
46,Manitoba,5/8/2020,273,284,1
35,Ontario,5/8/2020,19598,19598,477
24,Quebec,5/8/2020,36150,36150,912
10,Newfoundland and Labrador,5/8/2020,260,260,0
13,New Brunswick,5/8/2020,120,120,0
12,Nova Scotia,5/8/2020,1008,1008,1
11,Prince Edward Island,5/8/2020,27,27,0
60,Yukon,5/8/2020,11,11,0
61,Northwest Territories,5/8/2020,5,5,0
62,Nunavut,5/8/2020,0,0,0
99,Repatriated travellers,5/8/2020,13,13,0
1,Canada,5/8/2020,66422,66433,1512
59,British Columbia,5/9/2020,2330,2330,15
48,Alberta,5/9/2020,6157,6157,59
47,Saskatchewan,5/9/2020,553,553,9
46,Manitoba,5/9/2020,273,284,0
35,Ontario,5/9/2020,19944,19944,346
24,Quebec,5/9/2020,36986,36986,836
10,Newfoundland and Labrador,5/9/2020,260,260,0
13,New Brunswick,5/9/2020,120,120,0
12,Nova Scotia,5/9/2020,1011,1011,3
11,Prince Edward Island,5/9/2020,27,27,0
60,Yukon,5/9/2020,11,11,0
61,Northwest Territories,5/9/2020,5,5,0
62,Nunavut,5/9/2020,0,0,0
99,Repatriated travellers,5/9/2020,13,13,0
1,Canada,5/9/2020,67690,67701,1268
59,British Columbia,5/10/2020,2330,2330,0
48,Alberta,5/10/2020,6253,6253,96
47,Saskatchewan,5/10/2020,564,564,11
46,Manitoba,5/10/2020,276,287,3
35,Ontario,5/10/2020,20238,20238,294
24,Quebec,5/10/2020,37721,37721,735
10,Newfoundland and Labrador,5/10/2020,260,260,0
13,New Brunswick,5/10/2020,120,120,0
12,Nova Scotia,5/10/2020,1018,1018,7
11,Prince Edward Island,5/10/2020,27,27,0
60,Yukon,5/10/2020,11,11,0
61,Northwest Territories,5/10/2020,5,5,0
62,Nunavut,5/10/2020,0,0,0
99,Repatriated travellers,5/10/2020,13,13,0
1,Canada,5/10/2020,68836,68847,1146
59,British Columbia,5/11/2020,2353,2353,23
48,Alberta,5/11/2020,6300,6300,47
47,Saskatchewan,5/11/2020,568,568,4
46,Manitoba,5/11/2020,278,289,2
35,Ontario,5/11/2020,20546,20546,308
24,Quebec,5/11/2020,38469,38469,748
10,Newfoundland and Labrador,5/11/2020,260,260,0
13,New Brunswick,5/11/2020,120,120,0
12,Nova Scotia,5/11/2020,1019,1019,1
11,Prince Edward Island,5/11/2020,27,27,0
60,Yukon,5/11/2020,11,11,0
61,Northwest Territories,5/11/2020,5,5,0
62,Nunavut,5/11/2020,0,0,0
99,Repatriated travellers,5/11/2020,13,13,0
1,Canada,5/11/2020,69969,69980,1133
59,British Columbia,5/12/2020,2360,2360,7
48,Alberta,5/12/2020,6345,6345,45
47,Saskatchewan,5/12/2020,573,573,5
46,Manitoba,5/12/2020,278,289,0
35,Ontario,5/12/2020,20907,20907,361
24,Quebec,5/12/2020,39225,39225,756
10,Newfoundland and Labrador,5/12/2020,260,260,0
13,New Brunswick,5/12/2020,120,120,0
12,Nova Scotia,5/12/2020,1020,1020,1
11,Prince Edward Island,5/12/2020,27,27,0
60,Yukon,5/12/2020,11,11,0
61,Northwest Territories,5/12/2020,5,5,0
62,Nunavut,5/12/2020,0,0,0
99,Repatriated travellers,5/12/2020,13,13,0
1,Canada,5/12/2020,71144,71155,1175
59,British Columbia,5/13/2020,2376,2376,16
48,Alberta,5/13/2020,6407,6407,62
47,Saskatchewan,5/13/2020,577,577,4
46,Manitoba,5/13/2020,278,289,0
35,Ontario,5/13/2020,21236,21236,329
24,Quebec,5/13/2020,39931,39931,706
10,Newfoundland and Labrador,5/13/2020,260,260,0
13,New Brunswick,5/13/2020,120,120,0
12,Nova Scotia,5/13/2020,1024,1024,4
11,Prince Edward Island,5/13/2020,27,27,0
60,Yukon,5/13/2020,11,11,0
61,Northwest Territories,5/13/2020,5,5,0
62,Nunavut,5/13/2020,0,0,0
99,Repatriated travellers,5/13/2020,13,13,0
1,Canada,5/13/2020,72265,72276,1121
59,British Columbia,5/14/2020,2392,2392,16
48,Alberta,5/14/2020,6457,6457,50
47,Saskatchewan,5/14/2020,582,582,5
46,Manitoba,5/14/2020,278,289,0
35,Ontario,5/14/2020,21581,21581,345
24,Quebec,5/14/2020,40724,40724,793
10,Newfoundland and Labrador,5/14/2020,260,260,0
13,New Brunswick,5/14/2020,120,120,0
12,Nova Scotia,5/14/2020,1026,1026,2
11,Prince Edward Island,5/14/2020,27,27,0
60,Yukon,5/14/2020,11,11,0
61,Northwest Territories,5/14/2020,5,5,0
62,Nunavut,5/14/2020,0,0,0
99,Repatriated travellers,5/14/2020,13,13,0
1,Canada,5/14/2020,73476,73487,1211
59,British Columbia,5/15/2020,2407,2407,15
48,Alberta,5/15/2020,6515,6515,58
47,Saskatchewan,5/15/2020,590,590,8
46,Manitoba,5/15/2020,278,289,0
35,Ontario,5/15/2020,21922,21922,341
24,Quebec,5/15/2020,41420,41420,696
10,Newfoundland and Labrador,5/15/2020,260,260,0
13,New Brunswick,5/15/2020,120,120,0
12,Nova Scotia,5/15/2020,1034,1034,8
11,Prince Edward Island,5/15/2020,27,27,0
60,Yukon,5/15/2020,11,11,0
61,Northwest Territories,5/15/2020,5,5,0
62,Nunavut,5/15/2020,0,0,0
99,Repatriated travellers,5/15/2020,13,13,0
1,Canada,5/15/2020,74602,74613,1126
59,British Columbia,5/16/2020,2428,2428,21
48,Alberta,5/16/2020,6587,6587,72
47,Saskatchewan,5/16/2020,591,591,1
46,Manitoba,5/16/2020,278,289,0
35,Ontario,5/16/2020,22313,22313,391
24,Quebec,5/16/2020,42183,42183,763
10,Newfoundland and Labrador,5/16/2020,260,260,0
13,New Brunswick,5/16/2020,120,120,0
12,Nova Scotia,5/16/2020,1037,1037,3
11,Prince Edward Island,5/16/2020,27,27,0
60,Yukon,5/16/2020,11,11,0
61,Northwest Territories,5/16/2020,5,5,0
62,Nunavut,5/16/2020,0,0,0
99,Repatriated travellers,5/16/2020,13,13,0
1,Canada,5/16/2020,75853,75864,1251
59,British Columbia,5/17/2020,2428,2428,0
48,Alberta,5/17/2020,6644,6644,57
47,Saskatchewan,5/17/2020,592,592,1
46,Manitoba,5/17/2020,278,289,0
35,Ontario,5/17/2020,22653,22653,340
24,Quebec,5/17/2020,42920,42920,737
10,Newfoundland and Labrador,5/17/2020,260,260,0
13,New Brunswick,5/17/2020,120,120,0
12,Nova Scotia,5/17/2020,1040,1040,3
11,Prince Edward Island,5/17/2020,27,27,0
60,Yukon,5/17/2020,11,11,0
61,Northwest Territories,5/17/2020,5,5,0
62,Nunavut,5/17/2020,0,0,0
99,Repatriated travellers,5/17/2020,13,13,0
1,Canada,5/17/2020,76991,77002,1138
59,British Columbia,5/18/2020,2444,2444,16
48,Alberta,5/18/2020,6683,6683,39
47,Saskatchewan,5/18/2020,592,592,0
46,Manitoba,5/18/2020,279,290,1
35,Ontario,5/18/2020,22957,22957,304
24,Quebec,5/18/2020,43627,43627,707
10,Newfoundland and Labrador,5/18/2020,260,260,0
13,New Brunswick,5/18/2020,120,120,0
12,Nova Scotia,5/18/2020,1043,1043,3
11,Prince Edward Island,5/18/2020,27,27,0
60,Yukon,5/18/2020,11,11,0
61,Northwest Territories,5/18/2020,5,5,0
62,Nunavut,5/18/2020,0,0,0
99,Repatriated travellers,5/18/2020,13,13,0
1,Canada,5/18/2020,78061,78072,1070
59,British Columbia,5/19/2020,2446,2446,2
48,Alberta,5/19/2020,6716,6716,33
47,Saskatchewan,5/19/2020,599,599,7
46,Manitoba,5/19/2020,279,290,0
35,Ontario,5/19/2020,23384,23384,427
24,Quebec,5/19/2020,44197,44197,570
10,Newfoundland and Labrador,5/19/2020,260,260,0
13,New Brunswick,5/19/2020,120,120,0
12,Nova Scotia,5/19/2020,1044,1044,1
11,Prince Edward Island,5/19/2020,27,27,0
60,Yukon,5/19/2020,11,11,0
61,Northwest Territories,5/19/2020,5,5,0
62,Nunavut,5/19/2020,0,0,0
99,Repatriated travellers,5/19/2020,13,13,0
1,Canada,5/19/2020,79101,79112,1040
59,British Columbia,5/20/2020,2467,2467,21
48,Alberta,5/20/2020,6716,6716,0
47,Saskatchewan,5/20/2020,620,620,21
46,Manitoba,5/20/2020,279,290,0
35,Ontario,5/20/2020,23774,23774,390
24,Quebec,5/20/2020,44775,44775,578
10,Newfoundland and Labrador,5/20/2020,260,260,0
13,New Brunswick,5/20/2020,120,120,0
12,Nova Scotia,5/20/2020,1045,1045,1
11,Prince Edward Island,5/20/2020,27,27,0
60,Yukon,5/20/2020,11,11,0
61,Northwest Territories,5/20/2020,5,5,0
62,Nunavut,5/20/2020,0,0,0
99,Repatriated travellers,5/20/2020,13,13,0
1,Canada,5/20/2020,80112,80123,1011
59,British Columbia,5/21/2020,2479,2479,12
48,Alberta,5/21/2020,6768,6768,52
47,Saskatchewan,5/21/2020,622,622,2
46,Manitoba,5/21/2020,279,290,0
35,Ontario,5/21/2020,24187,24187,413
24,Quebec,5/21/2020,45495,45495,720
10,Newfoundland and Labrador,5/21/2020,260,260,0
13,New Brunswick,5/21/2020,121,121,1
12,Nova Scotia,5/21/2020,1046,1046,1
11,Prince Edward Island,5/21/2020,27,27,0
60,Yukon,5/21/2020,11,11,0
61,Northwest Territories,5/21/2020,5,5,0
62,Nunavut,5/21/2020,0,0,0
99,Repatriated travellers,5/21/2020,13,13,0
1,Canada,5/21/2020,81313,81324,1201
59,British Columbia,5/22/2020,2507,2507,28
48,Alberta,5/22/2020,6800,6800,32
47,Saskatchewan,5/22/2020,627,627,5
46,Manitoba,5/22/2020,281,292,2
35,Ontario,5/22/2020,24628,24628,441
24,Quebec,5/22/2020,46141,46141,646
10,Newfoundland and Labrador,5/22/2020,260,260,0
13,New Brunswick,5/22/2020,121,121,0
12,Nova Scotia,5/22/2020,1048,1048,2
11,Prince Edward Island,5/22/2020,27,27,0
60,Yukon,5/22/2020,11,11,0
61,Northwest Territories,5/22/2020,5,5,0
62,Nunavut,5/22/2020,0,0,0
99,Repatriated travellers,5/22/2020,13,13,0
1,Canada,5/22/2020,82469,82480,1156
59,British Columbia,5/23/2020,2517,2517,10
48,Alberta,5/23/2020,6818,6818,18
47,Saskatchewan,5/23/2020,630,630,3
46,Manitoba,5/23/2020,281,292,0
35,Ontario,5/23/2020,25040,25040,412
24,Quebec,5/23/2020,46838,46838,697
10,Newfoundland and Labrador,5/23/2020,260,260,0
13,New Brunswick,5/23/2020,121,121,0
12,Nova Scotia,5/23/2020,1049,1049,1
11,Prince Edward Island,5/23/2020,27,27,0
60,Yukon,5/23/2020,11,11,0
61,Northwest Territories,5/23/2020,5,5,0
62,Nunavut,5/23/2020,0,0,0
99,Repatriated travellers,5/23/2020,13,13,0
1,Canada,5/23/2020,83610,83621,1141
59,British Columbia,5/24/2020,2517,2517,0
48,Alberta,5/24/2020,6860,6860,42
47,Saskatchewan,5/24/2020,632,632,2
46,Manitoba,5/24/2020,281,292,0
35,Ontario,5/24/2020,25500,25500,460
24,Quebec,5/24/2020,47411,47411,573
10,Newfoundland and Labrador,5/24/2020,260,260,0
13,New Brunswick,5/24/2020,121,121,0
12,Nova Scotia,5/24/2020,1050,1050,1
11,Prince Edward Island,5/24/2020,27,27,0
60,Yukon,5/24/2020,11,11,0
61,Northwest Territories,5/24/2020,5,5,0
62,Nunavut,5/24/2020,0,0,0
99,Repatriated travellers,5/24/2020,13,13,0
1,Canada,5/24/2020,84688,84699,1078
59,British Columbia,5/25/2020,2530,2530,13
48,Alberta,5/25/2020,6879,6879,19
47,Saskatchewan,5/25/2020,634,634,2
46,Manitoba,5/25/2020,281,292,0
35,Ontario,5/25/2020,25904,25904,404
24,Quebec,5/25/2020,47984,47984,573
10,Newfoundland and Labrador,5/25/2020,260,260,0
13,New Brunswick,5/25/2020,121,121,0
12,Nova Scotia,5/25/2020,1051,1051,1
11,Prince Edward Island,5/25/2020,27,27,0
60,Yukon,5/25/2020,11,11,0
61,Northwest Territories,5/25/2020,5,5,0
62,Nunavut,5/25/2020,0,0,0
99,Repatriated travellers,5/25/2020,13,13,0
1,Canada,5/25/2020,85700,85711,1012
59,British Columbia,5/26/2020,2541,2541,11
48,Alberta,5/26/2020,6901,6901,22
47,Saskatchewan,5/26/2020,634,634,0
46,Manitoba,5/26/2020,281,292,0
35,Ontario,5/26/2020,26191,26191,287
24,Quebec,5/26/2020,48598,48598,614
10,Newfoundland and Labrador,5/26/2020,260,260,0
13,New Brunswick,5/26/2020,122,122,1
12,Nova Scotia,5/26/2020,1052,1052,1
11,Prince Edward Island,5/26/2020,27,27,0
60,Yukon,5/26/2020,11,11,0
61,Northwest Territories,5/26/2020,5,5,0
62,Nunavut,5/26/2020,0,0,0
99,Repatriated travellers,5/26/2020,13,13,0
1,Canada,5/26/2020,86636,86647,936
59,British Columbia,5/27/2020,2550,2550,9
48,Alberta,5/27/2020,6926,6926,25
47,Saskatchewan,5/27/2020,637,637,3
46,Manitoba,5/27/2020,281,292,0
35,Ontario,5/27/2020,26483,26483,292
24,Quebec,5/27/2020,49139,49139,541
10,Newfoundland and Labrador,5/27/2020,260,260,0
13,New Brunswick,5/27/2020,123,123,1
